Index,SMILES,ER Binding True,CERAPP ER Binding Consensus,HC ER Binding RF,ER Agonist True,CERAPP ER Agonist Consensus,HC ER Agnoist RF,ER Antagonist True,CERAPP ER Antagonist Consensus,HC ER Antagonist RF
258,CS(=O)(=O)c1ccc(cc1)C(O)C(CF)NC(=O)C(Cl)Cl,0,0,0,0,0,0,0,0,0
259,CC1=CC(=O)CC(C)(C)C1=O,0,0,0,0,0,0,0,0,0
260,CCCCCCCCCBr,0,0,0,0,0,0,0,0,0
261,CC1=CC(C)C(O)C(CC(C)CC2C(=NCC=C)C(=O)CC(=NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,,,,0,0,,,,
262,CC1=C(Cl)C(N)=C(Cl)C=C1,0,0,0,0,0,0,0,0,0
263,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,0,0,,0,0,,0,0,
264,CC12Oc3c(C1=O)c1c(C(=O)C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(C=CO2)OC)C2=NC4(CCN(CC(C)C)CC4)N=C21)c(O)c3C,,,,0,0,,,,
265,O=C1C=CC(=O)C=C1,0,0,0,0,0,0,0,0,0
266,CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)CCC1C,,,,,,,1,,
267,CC(O)COCC(C)O,0,0,0,0,0,0,0,0,0
268,OCN1C(=O)CCC1=O,0,0,0,0,0,0,0,0,0
269,OC(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C(Br)C(O)=C(Br)C=C12,,,,0,0,,,,
270,CC(C)(N=C=O)C1=CC(=CC=C1)C(C)(C)N=C=O,,,,0,0,0,,,
271,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1,0,0,1,0,0,1,0,0,1
272,CCCCCCCCCCCC(=O)N(C)CC(O)=O,,,,0,0,0,,,
273,ClC1=CC(Cl)=C(OC2=CC=C(OC3=NC=C(Cl)C=C3Cl)C=C2)N=C1,0,0,0,0,0,0,0,0,1
274,COP(=O)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
275,COC1=CC=C(N)C=C1N,1,0,0,,,,,,
276,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,,,,0,0,0,,,
277,CC1(O)C2CC3C(C(=O)C(C(=O)C3(O)C(=O)C2C(=O)c2c1cccc2O)C(=O)NCNC(CCCCN)C(O)=O)N(C)C,0,,,0,,,0,,
278,COC(=O)C=C,0,0,0,0,0,0,0,0,0
279,CC(=O)N1CC(O)CC1C(O)=O,,,,,,,0,0,0
280,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,,,,,,,0,,
281,CC(=O)N(C)c1c(I)c(c(I)c(NC(C)=O)c1I)C(=O)NC1C(O)C(O)C(CO)OC1O,0,0,,0,0,,0,0,
282,ClCC1=CC=CC=C1Cl,0,0,0,0,0,0,0,0,0
283,CC=CC=CC=O,0,0,0,0,0,0,0,0,0
284,CC(=C)C1CC=C(C)C(O)C1,0,0,0,0,0,0,0,0,0
285,NC(=O)c1c[n+](ccc1)C1OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)[n]2c[n]c3c2[n]c[n]c3N)C(O)C1O,0,,,0,,,0,,
286,CCCCCCCCCCCCOC(=O)C1=CC=C(O)C=C1,1,1,1,,,,1,1,1
287,COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0,0,0,0,0,0,0,0,1
288,CCCCC(CC)COCC1CO1,0,0,0,0,0,0,0,0,0
289,N=C1C=CN2C3OC(CO)C(O)C3OC2=N1,0,0,0,0,0,0,0,0,0
290,C=CC1CCC=CC1,0,0,0,0,0,0,0,0,0
291,C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1,,,,,,,0,0,0
292,CC1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
293,COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C(O)=O)[N+]([O-])=O,,,,0,0,1,1,0,1
294,CCCCCCCO,0,0,0,0,0,0,0,0,0
295,Cc1ccc(CCC(C)C(O)C(C)C(=O)C(CC)C2OC(CC2C)(CC)C2CCC(O)(CC)C(C)O2)c(c1O)C(O)=O,,,,0,0,,,,
296,OC1=CC(O)=C(O)C2=C1C(=O)C1=C(C=CC=C1)C2=O,0,1,1,0,1,1,0,1,0
297,CC1=CC(C)=C(C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
298,CC12CCC3C(CCc4cc(O)ccc43)C1CCC2OP(O)(O)=O,,,,1,1,1,0,1,1
299,CCCCC1=C(O)N=C(NCC)N=C1C,0,0,0,0,0,0,0,0,0
300,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(NC3=CC=C(OCC4=CC(F)=CC=C4)C(Cl)=C3)N=CN=C2C=C1,0,0,,0,0,,0,0,
301,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,0,0,1,0,0,0,0,0,1
302,CCC=CCCOC(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
303,CCC(=O)OC1(CCN(C)CC1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
304,CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2,0,0,0,0,0,0,0,0,1
305,FC(F)(F)C(Cl)Br,0,0,0,0,0,0,0,0,0
306,CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,0,0,0,0,0,1,0,0,1
307,OC=O,0,0,0,0,0,0,0,0,0
308,CC1(C)c2c3ccccc3ccc2[N+](CCCCS(O)(=O)=O)=C1C=CC=CC=CC=C1N(CCCCS(O)(=O)=O)c2ccc3ccccc3c2C1(C)C,0,0,,0,0,,0,0,
309,CC(C)(O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
310,CCCO,0,0,0,0,0,0,0,0,0
311,CCC(CO)(COCC=C)COCC=C,0,0,0,0,0,0,0,0,0
312,C1Oc2cc(CCN3CC(CCC3)OC(c3ccccc3)c3ccccc3)ccc2O1,0,0,1,0,0,0,0,0,1
313,CC(C)N=C=NC(C)C,0,0,0,0,0,0,0,0,0
314,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)CC)C(=O)CCl,0,0,1,0,0,1,0,0,0
315,CCC1OC=CC(=O)C1=O,0,0,0,0,0,0,0,0,0
316,CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1,,,,,,,0,0,1
317,CCOP(OCC)OCC,0,0,0,0,0,0,0,0,0
318,CNC(=O)OC1=CC=CC=C1C(=O)NC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
319,CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1,0,0,0,0,0,0,0,0,1
320,COC(=O)CC(=O)OC,,,,,,,0,0,0
321,CC(=C)C(=O)OCCNC(C)(C)C,0,0,0,0,0,0,0,0,0
322,CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,,,,,0,0,0
323,Oc1ccc(cc1)N=Nc1ccccc1,,,,1,,1,,,
324,COC(=O)NC1=NC2=C(N1)C=CC(=C2)S(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
325,CCCCCCCCNC(C)C(O)C1=CC=C(SC(C)C)C=C1,,,,,,,1,0,1
326,[O-][N+](=O)C1=C(Cl)C=CC=C1,,,,,,,0,0,0
327,CCCCCCCCCCCCCBr,0,0,0,0,0,0,0,0,0
328,CC1=CC(C)=C(C)C(C)=C1,0,0,0,0,0,0,0,0,0
329,CCC1=CC=CC(=C1)N(C)C(=N)NC1=CC=CC2=C1C=CC=C2,0,0,1,0,0,0,0,0,1
330,COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,1,1,1,0,0,1,1,0,1
331,CCN(CC)CCO,,,,,,,0,0,0
332,ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1,,,,0,0,0,,,
333,CO[Si](C)(OC)OC,0,0,0,0,0,0,0,0,0
334,CC12CCC3C(CC(=C)C4=CC(=O)C=CC43C)C1CCC2=O,,,,,,,0,1,1
335,CCC(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,,,,0,0,1,0,0,1
336,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
337,CCC1(CO)COCOC1,0,0,0,0,0,0,0,0,0
338,CCCCCCCCCCCCCC,0,0,0,0,0,0,0,0,0
339,COc1ccccc1N1CCN(CCCN=C2CC(=O)N(C)C(=O)N2C)CC1,0,,0,0,,0,0,,1
340,C1OCOCO1,0,0,0,0,0,0,0,0,0
341,COC1=C(OC(=O)C(C)C)C=CC(C=O)=C1,0,0,0,0,0,1,0,0,0
342,[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1Cl,0,0,0,0,0,0,0,0,0
343,CN(C)C1=CC=C(C=O)C=C1,0,0,0,0,0,0,0,0,0
344,CC1C(N=C(O)N1C)c1ccccc1,0,0,0,0,0,0,0,0,0
345,O=C1NNC(=O)C=C1,0,0,0,0,0,0,0,0,
346,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,0,0,0,0,0,0,0,0,0
347,CC(C)NC(=O)NC(C)C,0,0,0,0,0,0,0,0,0
348,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(O)(O)=O,,,,,,,0,0,
349,CC12CCC3C(CCC4CC(OC(C)=O)C(CC43C)N3CCCCC3)C1CC(C2OC(C)=O)[N+]1(C)CCCCC1,0,0,,0,0,,0,0,
350,O=C1CCCC1,0,0,0,0,0,0,0,0,0
351,C1CN=C(N1)C1=CC2=CC=CC=C2C=C1,0,0,0,0,0,0,0,0,0
352,CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,0,0,0,0,0,,0,0,
353,COC1=CC=C(N)C=C1,,,,0,0,0,,,
354,CC(NC(=O)C(C)N)P(O)(O)=O,0,0,0,0,0,0,0,0,0
355,CNC(=O)CC(N)C(=O)NC(c1ccc(O)cc1)C(=O)NC1C2SC(C)(C)C(C(O)=O)N2C1=O,0,1,0,0,0,0,0,0,
356,CC(C)(C)NCC(O)CSC1=NC(=CS1)C1=CC=C(S1)C(N)=O,0,0,,0,0,,0,0,1
357,CCCC[n+]1ccccc1C,0,0,0,0,0,0,0,0,0
358,ClP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0,0,1,0,0,1,0,0,0
359,O=C(OC1=CC=CC2=C1N=CC=C2)C1=CC=CC=C1,0,0,0,0,0,1,0,0,1
360,CC(CCC(O)=O)C1CCC2C3C(CC(O)C21C)C1(C)CCC(O)CC1CC3O,0,,1,0,,1,0,,0
361,CCC(C)N,0,0,0,0,0,0,0,0,0
362,CCOCCC(=O)OCC,0,0,0,0,0,0,0,0,0
363,CON=C(c1c[s]c(N)[n]1)C(=O)NC1C2SCC(C[n+]3ccc(N)[n]3CCO)=C(C(O)=O)N2C1=O,0,,0,0,,0,0,,
364,CC1C(=O)N=C2Nc3cccc(Cl)c3CN21,0,0,0,0,0,0,0,0,0
365,CC(N)C1CCC(N)C(OC2C(O)C(C(OC)C(O)C2N)N(C)C(=O)CN)O1,0,0,,0,0,,0,0,
366,SC1=NN=C(S)S1,0,0,,0,0,,0,0,
367,CN1CC(O)C(CC1)c1c2OC(=CC(=O)c2c(O)cc1O)c1ccccc1Cl,,,,0,1,0,1,1,1
368,C[Si](C)(O[Si](C)(C)C=C)C=C,0,0,0,0,0,0,0,0,0
369,CC(C)CP(C)(CC(C)C)CC(C)C,0,0,0,0,0,0,0,0,0
370,NC1=NC(=O)N2CC12,0,0,0,0,0,0,0,0,0
371,NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,,,,,,,0,0,0
372,CC12CCC3C(C)CCC4C(C)C(O)OC(O1)C43OO2,,,,0,1,1,,,
373,C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,,,,0,0,0,0,0,0
374,OC(CC(O)=O)C(O)=O,0,0,0,0,0,0,0,0,0
375,OC(CO)C(O)C(O)C(=O)CO,0,0,0,0,0,0,0,0,0
376,CCC12C=CC3C(CCC4=CC(=O)CCC4=3)C1CCC2(O)C#C,1,1,1,1,1,1,,,
377,CCCCP(CCCC)(CCCC)CCCC,0,0,0,0,0,0,0,0,0
378,Oc1ccc(cc1)OC1OC(CO)C(O)C(O)C1O,0,1,1,0,1,1,0,1,0
379,CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,0,0,,0,0,0,0,0,
380,CC1=C(CCO)SC=N1,0,0,0,0,0,0,0,0,0
381,CCCCCCCCC,0,0,0,0,0,0,0,0,0
382,CCCC(C)C(O)CC,0,0,0,0,0,0,0,0,0
383,CN1CC(C=C2C1Cc1c[nH]c3cccc2c13)NC(=O)N(CC)CC,0,0,0,0,0,0,0,0,1
384,CCOC(=O)C(Br)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
385,NS(=O)(=O)C1=C(Cl)C=C2NC(CC3CCCC3)NS(=O)(=O)C2=C1,0,0,0,0,0,0,0,0,0
386,CC1=CC=CC(=C1O)C(C)(C)C,0,0,1,0,0,1,0,0,0
387,ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=CC=CC=C1,,,,1,0,1,,,
388,CCOC(=O)C1=CC=C(N)C=C1,,,,,,,0,0,0
389,CC(C)NC1=CC=C(NC(C)C)C2=C1C(=O)C1=CC=CC=C1C2=O,0,0,0,0,0,0,0,0,1
390,COC(=O)C1C(O)CCC2CN3CCc4c5ccccc5[nH]c4C3CC21,0,0,0,0,0,0,0,0,1
391,CC(C)(C)NCC(O)COc1[n][s][n]c1N1CCOCC1,0,0,0,0,0,0,0,0,0
392,CC(=O)C1=C(C)N=C(C)S1,0,0,0,0,0,0,0,0,0
393,CC(C)N1CCN(CC1)c1ccc(cc1)OCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,0,0,,0,0,,0,0,
394,CC12CCC3C(C)CCC4C(C)C(=O)OC(O1)C43OO2,,,,0,0,1,,,
395,CCCCCCCCCC1=CC=C(OCCOCCO)C=C1,1,0,1,,,,1,0,1
396,COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1,,,,,,,0,1,0
397,COC1=CC=C(Br)C(C)=C1,0,0,0,0,0,0,0,0,0
398,ClC1=C(Cl)C1(Cl)Cl,0,0,0,0,0,0,0,0,0
399,CCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO,,,,0,,1,0,,0
400,O=C(C1CCCCC1)C1=CC=CC=C1,,,,,,,0,1,0
401,CC1=CC(C)=C(N)C=C1C,0,0,0,0,0,0,0,0,0
402,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,0,0,0,0,0,0,0,0
403,CCCCCCCCCCCCCC[n]1c[n+](C)cc1,1,0,1,0,0,0,,,
404,CCC(C)(OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(OC(C)(CC)C(O)=O)C=C1)C(O)=O,0,0,1,0,0,1,0,0,1
405,CCSC(=O)N(CC(C)C)CC(C)C,0,0,0,0,0,0,0,0,0
406,CC(COC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,,,,0,0,0,0,0,1
407,O=C1C2=CC=CC=C2CCC2=C1C=CC=C2,,,,1,0,1,0,0,0
408,CCCCCCN,0,0,0,0,0,0,0,0,0
409,CC1=NC2=C(C=C1)C(Br)=CC(Br)=C2O,0,0,0,0,0,1,0,0,1
410,FC1=CC=CC(F)=C1C#N,0,0,0,0,0,0,0,0,0
411,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC,0,0,0,0,0,,0,0,
412,CCCCC(=O)N(C)C,0,0,0,0,0,0,0,0,0
413,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,0,0,0,0,0,,0,0,
414,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,0,0,0,0,0,,0,0,0
415,COC1=C2OCOC2=CC(CC=C)=C1,0,0,1,0,0,1,0,0,0
416,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(C)=O)C(=O)COC(C)=O,0,0,1,0,0,1,0,0,0
417,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,0,0,0,0,0,0,0,0,0
418,CC(CCO)CC(C)(C)C,0,0,0,0,0,0,0,0,0
419,CC1CSC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C=1C(O)=O,0,0,0,0,0,0,0,0,0
420,CNP(=O)(OC)OC1=CC=C(C=C1Cl)C(C)(C)C,,,,0,0,1,0,0,1
421,CC1=CC(=CC=C1)C#N,,,,,,,0,0,0
422,CC12CCC(O)C(C)(CO)C1CCC(=C)C2CC=C1C(O)COC1=O,0,,1,0,,1,0,,0
423,CCCN(CCC)CCC1=CNC2=CC=CC=C12,0,0,0,0,0,0,0,0,1
424,CC(CC1=CC2=C(OCO2)C=C1)C=O,0,0,1,0,0,1,0,0,0
425,CC(C)OC(=O)C(C)=C,0,0,0,0,0,0,0,0,0
426,FC(F)(F)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0
427,CC1=CC=C(OP(=O)(OC2=CC=C(C)C=C2)OC2=CC=C(C)C=C2)C=C1,0,1,1,0,0,1,0,0,1
428,CCO[Si](OCC)(OCC)OCC,0,0,0,0,0,0,0,0,0
429,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,0,0,0,0,0,0,0,0,0
430,CN1N=NC2=C(N=CN2C1=O)C(N)=O,0,0,0,0,0,0,0,0,0
431,CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,,,,1,1,1,0,1,1
432,CC(=O)NC1=C(C)C=CC=C1,0,0,0,0,0,0,0,0,0
433,CN1CCN(CC1)C1=C2OCN(C)N3C=C(C(O)=O)C(=O)C(C=C1F)=C23,,,,,,,0,0,0
434,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,,0,0,,0,0,
435,CC1=CC=CC(C)=C1NC1=NCCCS1,0,0,0,0,0,0,0,0,0
436,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(O)=O,0,0,0,0,0,0,0,0,0
437,COP(O)(=O)OP(O)(=O)OC,0,0,0,0,0,0,0,0,0
438,CCOC(=O)C1=C(N=NC(C)C)C2=C(N=C1)N(CC)N=C2,0,,0,0,,0,0,,0
439,CC(C)c1[n]c([n]c(c1C=CC(O)CC(O)CC(O)=O)-c1ccc(F)cc1)N(C)S(C)(=O)=O,,,,,,,0,,
440,CO[Si](CCCOCC1CO1)(OC)OC,,,,,,,0,0,0
441,OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O,0,0,0,0,0,0,0,0,0
442,CC(Cc1ccc(cc1)OC)NCC(O)c1cc(NC=O)c(O)cc1,0,0,0,0,0,0,0,0,1
443,ClC1=CC=CC(=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,,,,1,0,1,,,
444,CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
445,CC(C)NCC(O)COC1=CC(C)=C(OC(C)=O)C(C)=C1C,,,,1,0,1,0,0,0
446,CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1,0,0,0,0,0,0,0,0,0
447,CC1=CCC2C(C1)C2(C)C,0,0,0,0,0,0,0,0,0
448,C1C2OC2C2C3CC(C4OC34)C12,0,0,0,0,0,0,0,0,0
449,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,,,,,,,0,0,0
450,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1,0,0,0,0,0,0,0,0,0
451,CCC1=CC=C(C=C1)S(O)(=O)=O,,,,1,0,0,0,0,0
452,CC(C)(C)C1N=NC(=S)N(N)C1=O,0,,0,0,,0,0,,0
453,CC1=CC=C(N)C=C1S(O)(=O)=O,0,0,0,0,0,0,0,0,0
454,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,1,1,1,,,,,,
455,CCCCC(CC)COC(=O)OOC(C)(C)C,0,0,0,0,0,0,0,0,0
456,CC1CC(O)CC(C)(C)C1,0,0,0,0,0,0,0,0,0
457,BrC1=C2C=CC=CC2=C(Br)C2=CC=CC=C12,,,,,,,0,1,
458,NNC(N)=S,,,,0,0,0,,,
459,CCCCCCC=CC=O,0,0,0,0,0,0,0,0,0
460,COP(=S)(OC)OC1=CC=C(C=C1)S(N)(=O)=O,0,0,0,0,0,,0,0,
461,CC1COC2=C(N1)C=CC=C2,0,0,0,0,0,0,0,0,0
462,CC1=CC(=C(C)C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
463,CCOC(CN1CCN(CC(C)C(=O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
464,CC1=NC=CC=C1,,,,,,,0,0,0
465,CC(C)C(=O)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
466,CCC(C)Cl,0,0,0,0,0,0,0,0,0
467,N#CCNCC#N,0,0,0,0,0,0,0,0,0
468,OCC1CCCO1,0,0,0,0,0,0,0,0,0
469,ClC1=C(Cl)C(Cl)=C(C=C1)C1=C(Cl)C(Cl)=C(Cl)C=C1,0,0,,0,0,1,0,0,
470,CCC(C)O,0,0,0,0,0,0,0,0,0
471,C(N1C=CC=C1)C1=CC=CO1,0,0,0,0,0,0,0,0,0
472,NCCCC(O)=O,0,0,0,0,0,0,0,0,0
473,COC(=O)C1=CC(Cl)=CC(Cl)=C1,0,0,0,0,0,0,0,0,0
474,CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C,,,,,,,0,0,0
475,CC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,0,0,0,0,0,0,0,0,1
476,CC1=C(C=O)C=CC=C1,0,0,0,0,0,0,0,0,0
477,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O,0,0,0,0,0,0,0,0,0
478,N#CCCCCC#N,0,0,0,0,0,0,0,0,0
479,CCC(CO)NC1=NC(NCC2=CC=CC=C2)=C2N=CN(C(C)C)C2=N1,,,,,,,1,0,1
480,OC1=CC=C(C=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
481,CC(C)=CCCC(C)(OC(=O)C1=CC=CC=C1)C=C,,,,1,0,1,0,0,0
482,CCCCOC(=O)CC,0,0,0,0,0,0,0,0,0
483,OC(=O)C(=O)CC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
484,Cc1[n]c(N)c(CN(C=O)C(C)=C(CCOP(O)(O)=O)SC(=O)c2ccccc2)c[n]1,0,,,0,,,0,,
485,OC1=CC=C(C=C1)C1=C(Cl)C=CC(Cl)=C1,1,1,1,1,1,1,,,
486,ClC1=NC(Cl)=NC=C1,0,0,0,0,0,0,0,0,0
487,CC12CCC(O)C=C1CCC1C2CCC2(C)C1CCC2O,1,1,1,,,,,,
488,CC(C)(CCC(O)=O)C(O)=O,0,0,0,0,0,0,0,0,0
489,CCOC(=O)C1=CC(=NC2=C1C=C(C)C=C2)C1=CC=CC=C1,0,0,1,0,0,1,0,0,1
490,C1COC=CC1,0,0,0,0,0,0,0,0,0
491,CC12CC3CC(C)(C1)CC(N)(C3)C2,0,0,0,0,0,0,0,0,0
492,CC(N)C(=O)NC1=C(C)C=CC=C1C,0,0,0,0,0,0,0,0,0
493,CC(=O)CCl,0,0,0,0,0,0,0,0,0
494,CNC(=O)NC(O)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0
495,CC(C)NCC(O)C1=CC=C(N)C(=C1)C#N,0,0,0,0,0,0,0,0,0
496,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,,,,,,,0,0,
497,CCCCCC(=O)OCCC1=CC=CC=C1,0,0,0,0,0,0,0,0,0
498,COC1=CC(C=O)=CC2=C1C(COC(N)=O)C1(OC(C)=O)ON2CC2C1N2C(C)=O,,,,0,0,0,1,0,1
499,OC(O)=O,0,0,0,0,0,0,0,0,0
500,CCCCCCOC1=C(C=CC=C1)C(O)=O,,,,,,,0,1,0
501,O=C1CC2(CC(=O)N1CCNCC1COc3ccccc3O1)CCCC2,,,,0,0,0,,,
502,COC1=C(C=C(Cl)C(N)=C1)C(=O)NC1CCN(CC2=CC=CC=C2)CC1,0,0,0,0,0,0,0,0,1
503,CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1
504,CCCCN(C)C(=O)CCCCCCCCCCC1Cc2cc(O)ccc2C2CCC3(C)C(CCC3O)C21,1,1,,1,1,,,,
505,CC(C)(O)C(O)=O,0,0,0,0,0,0,0,0,0
506,C(NCC1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,0
507,CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,0,1,0,0,1,0,0,1,1
508,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1Cl,0,0,0,0,0,0,0,0,0
509,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,,,,1,1,1,0,1,0
510,[O-][N+](=O)C1=C(C=CC=C1)C(Cl)=O,0,0,0,0,0,0,0,0,0
511,CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(O)=O,0,,0,0,,0,0,,0
512,[O-][N+](=O)C1=CC=CC=C1CCl,,,,,,,0,0,0
513,CCN(C(C)C(C)C)C(=O)SCC1=CC=CC=C1,,,,1,0,0,,,
514,OCCC1=NC=CC=C1,0,0,0,0,0,0,0,0,0
515,COC1=NC(N)=NC2=C1NC=N2,0,0,0,0,0,0,0,0,0
516,CC(=O)C1=CC=C(Cl)C(Cl)=C1Cl,,,,0,0,0,0,0,0
517,CNC(=O)ON=CC(C)(C)S(C)=O,0,0,0,0,0,0,0,0,0
518,[O-][N+](=O)C1=CC=C(C=O)C=C1,,,,,,,0,0,0
519,CCCCCCCCCCCCSCCOCCO,0,0,0,0,0,0,0,0,1
520,CCCCCCCCCCCCCCCCO,0,0,0,0,0,0,0,0,0
521,CN(C)CCCNCCCN(C)C,0,0,0,0,0,0,0,0,0
522,OCCN(CCO)CCN(CCO)CCO,0,0,0,0,0,0,0,0,0
523,ClC1=CC=C(COC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1,0,0,0,0,0,0,0,0,1
524,CCCCCCCCC(=O)OCC,0,0,0,0,0,0,0,0,0
525,OC(=O)COC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2,0,0,0,0,0,0,0,0,0
526,CC1=CC(=CC(C)=C1)[N+]([O-])=O,0,0,0,0,0,0,0,0,0
527,CCC(C)C=O,0,0,0,0,0,0,0,0,0
